,name,nametype,recclass,mass,fall,year,reclat,reclong,GeoLocation
14196,Elephant Moraine 90470,Valid,OC,0.08259999999999999,Found,1990.0,-76.26958,156.43206,"(-76.269580, 156.432060)"
14197,Elephant Moraine 90468,Valid,OC,0.202,Found,1990.0,-76.26931,156.41114,"(-76.269310, 156.411140)"
14198,Elephant Moraine 90467,Valid,OC,0.1418,Found,1990.0,-76.27041,156.43293,"(-76.270410, 156.432930)"
14199,Elephant Moraine 90466,Valid,OC,0.1623,Found,1990.0,-76.26842,156.41554,"(-76.268420, 156.415540)"
14200,Elephant Moraine 90465,Valid,OC,0.21730000000000002,Found,1990.0,-76.27008,156.43413,"(-76.270080, 156.434130)"
14201,Elephant Moraine 90464,Valid,OC,0.1591,Found,1990.0,-76.2682,156.42,"(-76.268200, 156.420000)"
14202,Elephant Moraine 90463,Valid,OC,0.0664,Found,1990.0,-76.28383,156.46646,"(-76.283830, 156.466460)"
14203,Elephant Moraine 90479,Valid,OC,0.08259999999999999,Found,1990.0,-76.275,156.42238,"(-76.275000, 156.422380)"
14204,Elephant Moraine 90462,Valid,OC,0.0683,Found,1990.0,-76.28339,156.46237,"(-76.283390, 156.462370)"
14205,Elephant Moraine 90461,Valid,OC,0.0363,Found,1990.0,-76.28341,156.46637,"(-76.283410, 156.466370)"
14206,Elephant Moraine 90480,Valid,OC,0.0668,Found,1990.0,-76.27697,156.42678,"(-76.276970, 156.426780)"
14207,Elephant Moraine 90469,Valid,OC,0.0485,Found,1990.0,-76.27116,156.42168,"(-76.271160, 156.421680)"
14208,Elephant Moraine 90435,Valid,OC,0.013699999999999999,Found,1990.0,-76.27361,156.42378,"(-76.273610, 156.423780)"
14209,Elephant Moraine 90434,Valid,OC,0.0026,Found,1990.0,-76.27494,156.38615,"(-76.274940, 156.386150)"
14210,Elephant Moraine 90482,Valid,OC,0.066,Found,1990.0,-76.27417,156.42239,"(-76.274170, 156.422390)"
14211,Elephant Moraine 90497,Valid,OC,0.1036,Found,1990.0,-76.27777,156.51493,"(-76.277770, 156.514930)"
14212,Elephant Moraine 90422,Valid,OC,0.0014,Found,1990.0,-76.27526,156.39024,"(-76.275260, 156.390240)"
14213,Elephant Moraine 90421,Valid,OC,0.009699999999999999,Found,1990.0,-76.27133,156.45051,"(-76.271330, 156.450510)"
14214,Elephant Moraine 90420,Valid,OC,0.031100000000000003,Found,1990.0,-76.27263,156.42814,"(-76.272630, 156.428140)"
14215,Elephant Moraine 90419,Valid,OC,0.0021000000000000003,Found,1990.0,-76.27651,156.37532,"(-76.276510, 156.375320)"
14216,Elephant Moraine 90498,Valid,OC,0.0713,Found,1990.0,-76.27423,156.42867,"(-76.274230, 156.428670)"
14217,Elephant Moraine 90499,Valid,OC,0.10490000000000001,Found,1990.0,-76.27376,156.4391,"(-76.273760, 156.439100)"
14218,Elephant Moraine 90500,Valid,OC,0.1076,Found,1990.0,-76.27956,156.50727,"(-76.279560, 156.507270)"
14219,Elephant Moraine 90501,Valid,OC,0.053700000000000005,Found,1990.0,-76.27904,156.43829,"(-76.279040, 156.438290)"
14220,Elephant Moraine 90502,Valid,OC,0.15,Found,1990.0,-76.26782,156.53713,"(-76.267820, 156.537130)"
14221,Elephant Moraine 90423,Valid,OC,0.024,Found,1990.0,-76.27697,156.42384,"(-76.276970, 156.423840)"
14222,Elephant Moraine 90503,Valid,OC,0.085,Found,1990.0,-76.28383,156.47433,"(-76.283830, 156.474330)"
14223,Elephant Moraine 90476,Valid,OC,0.0638,Found,1990.0,-76.27362,156.4211,"(-76.273620, 156.421100)"
14224,Elephant Moraine 90506,Valid,OC,0.1124,Found,1990.0,-76.27552,156.43475,"(-76.275520, 156.434750)"
14225,Elephant Moraine 90507,Valid,OC,0.004900000000000001,Found,1990.0,-76.28735,156.44904,"(-76.287350, 156.449040)"
14226,Elephant Moraine 90508,Valid,OC,0.0426,Found,1990.0,-76.28219,156.46842,"(-76.282190, 156.468420)"
14227,Elephant Moraine 90509,Valid,OC,0.0087,Found,1990.0,-76.28727,156.43098,"(-76.287270, 156.430980)"
14228,Elephant Moraine 90418,Valid,OC,0.019100000000000002,Found,1990.0,-76.27427,156.42246,"(-76.274270, 156.422460)"
14229,Elephant Moraine 90510,Valid,OC,0.0235,Found,1990.0,-76.28902,156.43485,"(-76.289020, 156.434850)"
14230,Elephant Moraine 90511,Valid,OC,0.0079,Found,1990.0,-76.28685,156.43409,"(-76.286850, 156.434090)"
14231,Elephant Moraine 90512,Valid,OC,0.018699999999999998,Found,1990.0,-76.28632,156.46017,"(-76.286320, 156.460170)"
14232,Elephant Moraine 90417,Valid,OC,0.0076,Found,1990.0,-76.27264,156.42686,"(-76.272640, 156.426860)"
14233,Elephant Moraine 90504,Valid,OC,0.1174,Found,1990.0,-76.27971,156.50692,"(-76.279710, 156.506920)"
14234,Elephant Moraine 90496,Valid,OC,0.1034,Found,1990.0,-76.26833,156.49233,"(-76.268330, 156.492330)"
14235,Elephant Moraine 90495,Valid,OC,0.0968,Found,1990.0,-76.27353,156.50226,"(-76.273530, 156.502260)"
14236,Elephant Moraine 90494,Valid,OC,0.0653,Found,1990.0,-76.27807,156.43488,"(-76.278070, 156.434880)"
14237,Elephant Moraine 90483,Valid,OC,0.1779,Found,1990.0,-76.2741,156.43588,"(-76.274100, 156.435880)"
14238,Elephant Moraine 90484,Valid,OC,0.09359999999999999,Found,1990.0,-76.27389,156.50221,"(-76.273890, 156.502210)"
14239,Elephant Moraine 90485,Valid,OC,0.052399999999999995,Found,1990.0,-76.28713,156.48596,"(-76.287130, 156.485960)"
14240,Elephant Moraine 90486,Valid,OC,0.1529,Found,1990.0,-76.26905,156.44067,"(-76.269050, 156.440670)"
14241,Elephant Moraine 90487,Valid,OC,0.3008,Found,1990.0,-76.2669,156.46047,"(-76.266900, 156.460470)"
14242,Elephant Moraine 90488,Valid,OC,0.24059999999999998,Found,1990.0,-76.30565,156.53973,"(-76.305650, 156.539730)"
14243,Elephant Moraine 90489,Valid,OC,0.048799999999999996,Found,1990.0,-76.28322,156.49848,"(-76.283220, 156.498480)"
14244,Elephant Moraine 90433,Valid,OC,0.0039,Found,1990.0,-76.27097,156.43007,"(-76.270970, 156.430070)"
14245,Elephant Moraine 90432,Valid,OC,0.0007,Found,1990.0,-76.27671,156.36969,"(-76.276710, 156.369690)"
14246,Elephant Moraine 90431,Valid,OC,0.0248,Found,1990.0,-76.26638,156.40148,"(-76.266380, 156.401480)"
14247,Elephant Moraine 90490,Valid,OC,0.093,Found,1990.0,-76.2753,156.43048,"(-76.275300, 156.430480)"
14248,Elephant Moraine 90491,Valid,OC,0.1071,Found,1990.0,-76.27377,156.43655,"(-76.273770, 156.436550)"
14249,Queen Alexandra Range 90206,Valid,OC,0.5488999999999999,Found,1990.0,-84.5958,162.33756,"(-84.595800, 162.337560)"
14250,Queen Alexandra Range 90207,Valid,OC,0.3669,Found,1990.0,-84.59951,162.2393,"(-84.599510, 162.239300)"
14251,Elephant Moraine 90430,Valid,OC,0.0039,Found,1990.0,-76.26664,156.40176,"(-76.266640, 156.401760)"
14252,Elephant Moraine 90429,Valid,OC,0.0182,Found,1990.0,-76.26941,156.41234,"(-76.269410, 156.412340)"
14253,Elephant Moraine 90428,Valid,CC,0.0073,Found,1990.0,-76.29299,156.35,"(-76.292990, 156.350000)"
14254,Elephant Moraine 90427,Valid,OC,0.013099999999999999,Found,1990.0,-76.26735,156.43449,"(-76.267350, 156.434490)"
14255,Elephant Moraine 90492,Valid,OC,0.1402,Found,1990.0,-76.27071,156.43645,"(-76.270710, 156.436450)"
14256,Elephant Moraine 90426,Valid,OC,0.0144,Found,1990.0,-76.27082,156.41839,"(-76.270820, 156.418390)"
14257,Elephant Moraine 90425,Valid,OC,0.017,Found,1990.0,-85.63333,157.16667,"(-85.633330, 157.166670)"
14258,Elephant Moraine 90424,Valid,OC,0.0017,Found,1990.0,-76.27799,156.42838,"(-76.277990, 156.428380)"
14259,Elephant Moraine 90493,Valid,OC,0.219,Found,1990.0,-76.27209,156.43576,"(-76.272090, 156.435760)"
14260,Elephant Moraine 90514,Valid,OC,0.011699999999999999,Found,1990.0,-76.28738,156.44274,"(-76.287380, 156.442740)"
14261,Elephant Moraine 90575,Valid,OC,0.0337,Found,1990.0,-76.27337,156.43478,"(-76.273370, 156.434780)"
14262,Elephant Moraine 90646,Valid,OC,0.0272,Found,1990.0,-76.2767,156.4175,"(-76.276700, 156.417500)"
14263,Elephant Moraine 90577,Valid,OC,0.033600000000000005,Found,1990.0,-76.27533,156.43097,"(-76.275330, 156.430970)"
14264,Elephant Moraine 90799,Valid,OC,0.0085,Found,1990.0,-76.28668,156.44017,"(-76.286680, 156.440170)"
14265,Elephant Moraine 90798,Valid,OC,0.0209,Found,1990.0,-76.28535,156.44404,"(-76.285350, 156.444040)"
14266,Elephant Moraine 90797,Valid,OC,0.027,Found,1990.0,-76.28233,156.47658,"(-76.282330, 156.476580)"
14267,Elephant Moraine 90796,Valid,OC,0.039700000000000006,Found,1990.0,-76.2858,156.46845,"(-76.285800, 156.468450)"
14268,Elephant Moraine 90795,Valid,OC,0.004900000000000001,Found,1990.0,-76.28774,156.43651,"(-76.287740, 156.436510)"
14269,Elephant Moraine 90794,Valid,OC,0.013099999999999999,Found,1990.0,-76.2823,156.46199,"(-76.282300, 156.461990)"
14270,Elephant Moraine 90793,Valid,OC,0.0175,Found,1990.0,-76.28317,156.46285,"(-76.283170, 156.462850)"
14271,Elephant Moraine 90800,Valid,OC,0.010199999999999999,Found,1990.0,-76.28425,156.43685,"(-76.284250, 156.436850)"
14272,Elephant Moraine 90792,Valid,OC,0.0389,Found,1990.0,-76.28574,156.45715,"(-76.285740, 156.457150)"
14273,Elephant Moraine 90790,Valid,OC,0.0025,Found,1990.0,-76.28762,156.44817,"(-76.287620, 156.448170)"
14274,Elephant Moraine 90789,Valid,OC,0.0032,Found,1990.0,-76.28747,156.44953,"(-76.287470, 156.449530)"
14275,Elephant Moraine 90788,Valid,OC,0.0040999999999999995,Found,1990.0,-76.28864,156.43379,"(-76.288640, 156.433790)"
14276,Elephant Moraine 90787,Valid,OC,0.0077,Found,1990.0,-76.28296,156.45927,"(-76.282960, 156.459270)"
14277,Elephant Moraine 90786,Valid,OC,0.011800000000000001,Found,1990.0,-76.29205,156.44469,"(-76.292050, 156.444690)"
14278,Elephant Moraine 90785,Valid,OC,0.0072,Found,1990.0,-76.28604,156.45003,"(-76.286040, 156.450030)"
14279,Elephant Moraine 90784,Valid,OC,0.0057,Found,1990.0,-76.28484,156.43904,"(-76.284840, 156.439040)"
14280,Elephant Moraine 90791,Valid,OC,0.0144,Found,1990.0,-76.28409,156.46138,"(-76.284090, 156.461380)"
14281,Elephant Moraine 90801,Valid,OC,0.0060999999999999995,Found,1990.0,-76.28739,156.43946,"(-76.287390, 156.439460)"
14282,Elephant Moraine 90802,Valid,OC,0.0147,Found,1990.0,-76.28402,156.43617,"(-76.284020, 156.436170)"
14283,Elephant Moraine 90803,Valid,OC,0.0014,Found,1990.0,-76.28734,156.46046,"(-76.287340, 156.460460)"
14284,Elephant Moraine 90820,Valid,OC,0.0009,Found,1990.0,-76.28198,156.45502,"(-76.281980, 156.455020)"
14285,Elephant Moraine 90819,Valid,OC,0.023899999999999998,Found,1990.0,-76.28373,156.45834,"(-76.283730, 156.458340)"
14286,Elephant Moraine 90818,Valid,OC,0.0132,Found,1990.0,-76.28187,156.45518,"(-76.281870, 156.455180)"
14287,Elephant Moraine 90817,Valid,OC,0.0033,Found,1990.0,-76.2886,156.43297,"(-76.288600, 156.432970)"
14288,Elephant Moraine 90816,Valid,OC,0.011,Found,1990.0,-76.288,156.44045,"(-76.288000, 156.440450)"
14289,Elephant Moraine 90815,Valid,OC,0.0432,Found,1990.0,-76.28235,156.44806,"(-76.282350, 156.448060)"
14290,Elephant Moraine 90814,Valid,OC,0.0063,Found,1990.0,-76.28735,156.43985,"(-76.287350, 156.439850)"
14291,Elephant Moraine 90813,Valid,OC,0.0026,Found,1990.0,-76.28631,156.44991,"(-76.286310, 156.449910)"
14292,Elephant Moraine 90812,Valid,OC,0.0035,Found,1990.0,-76.28526,156.45039,"(-76.285260, 156.450390)"
14293,Elephant Moraine 90811,Valid,OC,0.0060999999999999995,Found,1990.0,-76.2826,156.4618,"(-76.282600, 156.461800)"
14294,Elephant Moraine 90810,Valid,OC,0.0195,Found,1990.0,-76.28324,156.46829,"(-76.283240, 156.468290)"
14295,Elephant Moraine 90809,Valid,OC,0.005,Found,1990.0,-76.2874,156.43731,"(-76.287400, 156.437310)"
14296,Elephant Moraine 90808,Valid,OC,0.0052,Found,1990.0,-76.28631,156.43429,"(-76.286310, 156.434290)"
14297,Elephant Moraine 90807,Valid,OC,0.0032,Found,1990.0,-76.29001,156.43971,"(-76.290010, 156.439710)"
14298,Elephant Moraine 90806,Valid,OC,0.0146,Found,1990.0,-76.28241,156.46228,"(-76.282410, 156.462280)"
14299,Elephant Moraine 90805,Valid,OC,0.0119,Found,1990.0,-76.28725,156.43734,"(-76.287250, 156.437340)"
14300,Elephant Moraine 90804,Valid,OC,0.0086,Found,1990.0,-76.28653,156.44975,"(-76.286530, 156.449750)"
14301,Elephant Moraine 90783,Valid,OC,0.0238,Found,1990.0,-76.28377,156.46178,"(-76.283770, 156.461780)"
14302,Elephant Moraine 90821,Valid,OC,0.0055,Found,1990.0,-76.28427,156.45955,"(-76.284270, 156.459550)"
14303,Elephant Moraine 90782,Valid,OC,0.0036,Found,1990.0,-76.29311,156.43586,"(-76.293110, 156.435860)"
14304,Elephant Moraine 90780,Valid,OC,0.045200000000000004,Found,1990.0,-76.28853,156.46812,"(-76.288530, 156.468120)"
14305,Elephant Moraine 90758,Valid,OC,0.0442,Found,1990.0,-76.28479,156.46238,"(-76.284790, 156.462380)"
14306,Elephant Moraine 90757,Valid,AA,0.0037,Found,1990.0,-76.28575,156.49583,"(-76.285750, 156.495830)"
14307,Elephant Moraine 90756,Valid,OC,0.011800000000000001,Found,1990.0,-76.28217,156.46237,"(-76.282170, 156.462370)"
14308,Elephant Moraine 90755,Valid,OC,0.0214,Found,1990.0,-76.28599,156.44997,"(-76.285990, 156.449970)"
14309,Elephant Moraine 90754,Valid,OC,0.0136,Found,1990.0,-76.2805,156.44409,"(-76.280500, 156.444090)"
14310,Elephant Moraine 90753,Valid,OC,0.030199999999999998,Found,1990.0,-76.28498,156.46089,"(-76.284980, 156.460890)"
14311,Elephant Moraine 90752,Valid,OC,0.0172,Found,1990.0,-76.28707,156.4607,"(-76.287070, 156.460700)"
14312,Elephant Moraine 90759,Valid,OC,0.0083,Found,1990.0,-76.28251,156.47597,"(-76.282510, 156.475970)"
14313,Elephant Moraine 90751,Valid,OC,0.0086,Found,1990.0,-76.28163,156.4638,"(-76.281630, 156.463800)"
14314,Elephant Moraine 90749,Valid,OC,0.01,Found,1990.0,-76.28257,156.46062,"(-76.282570, 156.460620)"
14315,Elephant Moraine 90748,Valid,OC,0.0178,Found,1990.0,-76.28653,156.44095,"(-76.286530, 156.440950)"
14316,Elephant Moraine 90747,Valid,OC,0.0121,Found,1990.0,-76.28663,156.44656,"(-76.286630, 156.446560)"
14317,Elephant Moraine 90746,Valid,OC,0.0287,Found,1990.0,-76.2827,156.44476,"(-76.282700, 156.444760)"
14318,Elephant Moraine 90745,Valid,OC,0.005,Found,1990.0,-76.28912,156.41081,"(-76.289120, 156.410810)"
14319,Elephant Moraine 90744,Valid,OC,0.0040999999999999995,Found,1990.0,-76.29006,156.37444,"(-76.290060, 156.374440)"
14320,Elephant Moraine 90743,Valid,OC,0.0217,Found,1990.0,-76.27926,156.42027,"(-76.279260, 156.420270)"
14321,Elephant Moraine 90750,Valid,OC,0.0147,Found,1990.0,-76.28466,156.45988,"(-76.284660, 156.459880)"
14322,Elephant Moraine 90760,Valid,OC,0.0054,Found,1990.0,-76.28384,156.43736,"(-76.283840, 156.437360)"
14323,Elephant Moraine 90761,Valid,OC,0.012199999999999999,Found,1990.0,-76.28322,156.45294,"(-76.283220, 156.452940)"
14324,Elephant Moraine 90762,Valid,OC,0.006,Found,1990.0,-76.2901,156.45746,"(-76.290100, 156.457460)"
14325,Elephant Moraine 90779,Valid,OC,0.0148,Found,1990.0,-76.28815,156.46854,"(-76.288150, 156.468540)"
14326,Elephant Moraine 90778,Valid,OC,0.0048,Found,1990.0,-76.2915,156.44504,"(-76.291500, 156.445040)"
14327,Elephant Moraine 90777,Valid,OC,0.013300000000000001,Found,1990.0,-76.28144,156.46482,"(-76.281440, 156.464820)"
14328,Elephant Moraine 90776,Valid,OC,0.005,Found,1990.0,-76.28988,156.45625,"(-76.289880, 156.456250)"
14329,Elephant Moraine 90775,Valid,OC,0.01,Found,1990.0,-76.28897,156.46496,"(-76.288970, 156.464960)"
14330,Elephant Moraine 90774,Valid,OC,0.041100000000000005,Found,1990.0,-76.28621,156.46293,"(-76.286210, 156.462930)"
14331,Elephant Moraine 90773,Valid,OC,0.0252,Found,1990.0,-76.2845,156.46274,"(-76.284500, 156.462740)"
14332,Elephant Moraine 90772,Valid,OC,0.0523,Found,1990.0,-76.28387,156.46894,"(-76.283870, 156.468940)"
14333,Elephant Moraine 90771,Valid,OC,0.0048,Found,1990.0,-76.28751,156.43651,"(-76.287510, 156.436510)"
14334,Elephant Moraine 90770,Valid,OC,0.0055,Found,1990.0,-76.28237,156.46321,"(-76.282370, 156.463210)"
14335,Elephant Moraine 90769,Valid,OC,0.0125,Found,1990.0,-76.28336,156.45035,"(-76.283360, 156.450350)"
14336,Elephant Moraine 90768,Valid,OC,0.0058,Found,1990.0,-76.28808,156.43718,"(-76.288080, 156.437180)"
14337,Elephant Moraine 90767,Valid,OC,0.0147,Found,1990.0,-76.28754,156.46724,"(-76.287540, 156.467240)"
14338,Elephant Moraine 90766,Valid,OC,0.0032,Found,1990.0,-76.28521,156.44383,"(-76.285210, 156.443830)"
14339,Elephant Moraine 90765,Valid,OC,0.0291,Found,1990.0,-76.28453,156.46033,"(-76.284530, 156.460330)"
14340,Elephant Moraine 90764,Valid,OC,0.0273,Found,1990.0,-76.28451,156.46501,"(-76.284510, 156.465010)"
14341,Elephant Moraine 90763,Valid,OC,0.004900000000000001,Found,1990.0,-76.28583,156.43812,"(-76.285830, 156.438120)"
14342,Elephant Moraine 90781,Valid,OC,0.0058,Found,1990.0,-76.2829,156.46722,"(-76.282900, 156.467220)"
14343,Elephant Moraine 90822,Valid,OC,0.0085,Found,1990.0,-76.28563,156.43868,"(-76.285630, 156.438680)"
14344,Elephant Moraine 90823,Valid,OC,0.0018,Found,1990.0,-76.28516,156.46083,"(-76.285160, 156.460830)"
14345,Elephant Moraine 90824,Valid,OC,0.0021000000000000003,Found,1990.0,-76.28732,156.44992,"(-76.287320, 156.449920)"
14346,Elephant Moraine 90247,Valid,OC,0.0371,Found,1990.0,-76.29541,156.46238,"(-76.295410, 156.462380)"
14347,Elephant Moraine 90248,Valid,CC,0.0004,Found,1990.0,-76.29429,156.45913,"(-76.294290, 156.459130)"
14348,Elephant Moraine 90249,Valid,OC,0.0083,Found,1990.0,-76.2821,156.44947,"(-76.282100, 156.449470)"
14349,Elephant Moraine 90250,Valid,OC,0.0135,Found,1990.0,-76.266,156.40329,"(-76.266000, 156.403290)"
14350,Plateau du Tademait 001,Valid,OC,0.099,Found,1990.0,28.01667,0.3,"(28.016670, 0.300000)"
14351,Powellsville,Valid,OC,4.31,Found,1990.0,38.66667,-82.78333,"(38.666670, -82.783330)"
14352,Pozo Almonte,Valid,MIM,7.8,Found,1990.0,,,
14353,Elephant Moraine 90246,Valid,OC,0.3629,Found,1990.0,-76.2679,156.54516,"(-76.267900, 156.545160)"
14354,Queen Alexandra Range 90200,Valid,OC,9.216700000000001,Found,1990.0,-84.59784,162.25299,"(-84.597840, 162.252990)"
14355,Queen Alexandra Range 90202,Valid,OC,0.44,Found,1990.0,-84.59633,162.32288,"(-84.596330, 162.322880)"
14356,Queen Alexandra Range 90203,Valid,OC,1.1320999999999999,Found,1990.0,-84.59301,162.78483,"(-84.593010, 162.784830)"
14357,Elephant Moraine 90870,Valid,OC,0.0724,Found,1990.0,-76.28485,156.50481,"(-76.284850, 156.504810)"
14358,Elephant Moraine 90869,Valid,OC,0.0238,Found,1990.0,-76.28538,156.4963,"(-76.285380, 156.496300)"
14359,Elephant Moraine 90868,Valid,OC,0.032,Found,1990.0,-76.28292,156.48989,"(-76.282920, 156.489890)"
14360,Elephant Moraine 90867,Valid,OC,0.0079,Found,1990.0,-76.2699,156.50559,"(-76.269900, 156.505590)"
14361,Elephant Moraine 90866,Valid,OC,0.013300000000000001,Found,1990.0,-76.27915,156.49366,"(-76.279150, 156.493660)"
14362,Queen Alexandra Range 90201,Valid,OC,1.2825,Found,1990.0,-84.59622,162.33977,"(-84.596220, 162.339770)"
14363,Elephant Moraine 90245,Valid,OC,0.019,Found,1990.0,-76.2876,156.4681,"(-76.287600, 156.468100)"
14364,Elephant Moraine 90244,Valid,OC,0.0448,Found,1990.0,-76.27708,156.50362,"(-76.277080, 156.503620)"
14365,Elephant Moraine 90243,Valid,OC,0.0217,Found,1990.0,-76.26641,156.40377,"(-76.266410, 156.403770)"
14366,Elephant Moraine 90988,Valid,OC,0.0028,Found,1990.0,-76.26811,156.43844,"(-76.268110, 156.438440)"
14367,Elephant Moraine 90989,Valid,OC,0.0039,Found,1990.0,-76.27334,156.44288,"(-76.273340, 156.442880)"
14368,Elephant Moraine 90990,Valid,OC,0.0161,Found,1990.0,-76.27802,156.47659,"(-76.278020, 156.476590)"
14369,Elephant Moraine 90991,Valid,CC,0.0066,Found,1990.0,-76.27151,156.45692,"(-76.271510, 156.456920)"
14370,Elephant Moraine 90992,Valid,EC,0.0057,Found,1990.0,-76.27739,156.42205,"(-76.277390, 156.422050)"
14371,Elephant Moraine 90993,Valid,OC,0.0497,Found,1990.0,-76.27163,156.44231,"(-76.271630, 156.442310)"
14372,Forrest 015,Valid,OC,0.082,Found,1990.0,-30.78333,127.8,"(-30.783330, 127.800000)"
14373,Forrest 014,Valid,OC,0.104,Found,1990.0,-30.78333,127.75,"(-30.783330, 127.750000)"
14374,Felt (b),Valid,OC,5.59,Found,1990.0,36.58333,-102.7,"(36.583330, -102.700000)"
14375,Djebel In-Azzene,Valid,MIM,12.5,Found,1990.0,27.86667,0.45,"(27.866670, 0.450000)"
14376,Leonora,Valid,OC,2.572,Found,1990.0,-28.84519,121.397,"(-28.845190, 121.397000)"
14377,El Golea,Valid,OC,0.823,Found,1990.0,30.01667,2.98333,"(30.016670, 2.983330)"
14378,Elephant Moraine 90191,Valid,OC,0.011,Found,1990.0,-76.27628,156.49863,"(-76.276280, 156.498630)"
14379,Elqui,Valid,MIM,0.26,Found,1990.0,,,
14380,Elephant Moraine 90241,Valid,OC,0.0091,Found,1990.0,-76.28682,156.45075,"(-76.286820, 156.450750)"
14381,La Serena,Valid,NMIM,0.663,Found,1990.0,,,
14382,Elephant Moraine 90242,Valid,OC,0.015300000000000001,Found,1990.0,-76.27482,156.49048,"(-76.274820, 156.490480)"
14383,Elephant Moraine 90865,Valid,OC,0.0096,Found,1990.0,-76.27276,156.4982,"(-76.272760, 156.498200)"
14384,Elephant Moraine 90864,Valid,OC,0.0037,Found,1990.0,-76.27481,156.50133,"(-76.274810, 156.501330)"
14385,Elephant Moraine 90863,Valid,OC,0.0107,Found,1990.0,-76.26919,156.51864,"(-76.269190, 156.518640)"
14386,Elephant Moraine 90862,Valid,OC,0.0096,Found,1990.0,-76.28466,156.4818,"(-76.284660, 156.481800)"
14387,Elephant Moraine 90910,Valid,OC,0.004,Found,1990.0,-76.28196,156.47777,"(-76.281960, 156.477770)"
14388,Elephant Moraine 90840,Valid,OC,0.019,Found,1990.0,-76.28716,156.48633,"(-76.287160, 156.486330)"
14389,Elephant Moraine 90839,Valid,OC,0.0525,Found,1990.0,-76.27908,156.53304,"(-76.279080, 156.533040)"
14390,Elephant Moraine 90838,Valid,OC,0.0684,Found,1990.0,-76.28565,156.48143,"(-76.285650, 156.481430)"
14391,Elephant Moraine 90837,Valid,OC,0.040600000000000004,Found,1990.0,-76.28545,156.48241,"(-76.285450, 156.482410)"
14392,Elephant Moraine 90836,Valid,OC,0.006900000000000001,Found,1990.0,-76.28274,156.47277,"(-76.282740, 156.472770)"
14393,Elephant Moraine 90835,Valid,OC,0.0291,Found,1990.0,-76.27266,156.50435,"(-76.272660, 156.504350)"
14394,Elephant Moraine 90834,Valid,OC,0.04,Found,1990.0,-76.2864,156.49366,"(-76.286400, 156.493660)"
14395,Elephant Moraine 90833,Valid,OC,0.0261,Found,1990.0,-76.27318,156.5121,"(-76.273180, 156.512100)"
14396,Elephant Moraine 90832,Valid,OC,0.0599,Found,1990.0,-76.28238,156.49532,"(-76.282380, 156.495320)"
14397,Elephant Moraine 90831,Valid,OC,0.003,Found,1990.0,-76.28071,156.45093,"(-76.280710, 156.450930)"
14398,Elephant Moraine 90830,Valid,OC,0.0074,Found,1990.0,-76.28587,156.44218,"(-76.285870, 156.442180)"
14399,Elephant Moraine 90829,Valid,OC,0.0076,Found,1990.0,-76.28958,156.4563,"(-76.289580, 156.456300)"
14400,Elephant Moraine 90828,Valid,OC,0.015099999999999999,Found,1990.0,-76.28538,156.43421,"(-76.285380, 156.434210)"
14401,Elephant Moraine 90827,Valid,OC,0.004,Found,1990.0,-76.28738,156.44134,"(-76.287380, 156.441340)"
14402,Elephant Moraine 90826,Valid,OC,0.0257,Found,1990.0,-76.28373,156.46717,"(-76.283730, 156.467170)"
14403,Elephant Moraine 90825,Valid,OC,0.0072,Found,1990.0,-76.28127,156.45632,"(-76.281270, 156.456320)"
14404,Elephant Moraine 90841,Valid,OC,0.0195,Found,1990.0,-76.28683,156.48353,"(-76.286830, 156.483530)"
